case_label,path,strain_percent,k1_centered,k2_centered,k3_centered,omega3_reduced,num_occupied,slice_mode
Strain_b_Tension_0.5pct,b,0.5,0.15515649,-0.1282062518749999,0.0,-4.030944231996791,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1551334299999998,-0.1249196137499999,0.0,-13.060261427314831,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1512548059999998,-0.1249196137499999,0.0,-14.273526138818216,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1473761819999998,-0.1249196137499999,0.0,-16.300330947248824,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1434975579999998,-0.1249196137499999,0.0,-19.964845873562876,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1396189339999998,-0.1249196137499999,0.0,-26.966901634226154,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1357403099999998,-0.1249196137499999,0.0,-40.45146537297607,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.1318616859999998,-0.1249196137499999,0.0,-63.90251249745647,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.12798306199999981,-0.1249196137499999,0.0,-92.58055559923554,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.12410443799999982,-0.1249196137499999,0.0,-102.92932681222074,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.12022581399999982,-0.1249196137499999,0.0,-79.39137313590028,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.11634718999999982,-0.1249196137499999,0.0,-44.11809656582472,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.11246856599999983,-0.1249196137499999,0.0,-21.136461845137983,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.10858994199999983,-0.1249196137499999,0.0,-10.985603630229514,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.10471131799999983,-0.1249196137499999,0.0,-7.124396436570764,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.10083269399999983,-0.1249196137499999,0.0,-5.765423536814604,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.09695406999999984,-0.1249196137499999,0.0,-5.35621621609053,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.09307544599999984,-0.1249196137499999,0.0,-5.269063473361598,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.08919682199999984,-0.1249196137499999,0.0,-5.227437952666615,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.08531819799999985,-0.1249196137499999,0.0,-5.107411130318363,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.08143957399999985,-0.1249196137499999,0.0,-4.868280644203624,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.07756094999999985,-0.1249196137499999,0.0,-4.519224758278257,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.07368232599999985,-0.1249196137499999,0.0,-4.094648429963139,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.06980370199999986,-0.1249196137499999,0.0,-3.634851775053729,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.06592507799999986,-0.1249196137499999,0.0,-3.1738895721083176,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.06204645399999986,-0.1249196137499999,0.0,-2.7347071240768317,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.058167829999999865,-0.1249196137499999,0.0,-2.329376891145456,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.05428920599999987,-0.1249196137499999,0.0,-1.9617252339282847,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.05041058199999987,-0.1249196137499999,0.0,-1.630382563206323,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.04653195799999987,-0.1249196137499999,0.0,-1.3313003334916478,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.042653333999999876,-0.1249196137499999,0.0,-1.0594945622783847,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.03877470999999988,-0.1249196137499999,0.0,-0.8101183023715928,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.03489608599999988,-0.1249196137499999,0.0,-0.5790586221343035,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.031017461999999885,-0.1249196137499999,0.0,-0.36323136614102447,56,fixed_k3
