path,strain_percent,case_label,case_short,family_id,pair_id,chirality,k1_centered,k2_centered,k3_centered,energy_minus_EF_eV,tilt_ratio,typeII_flag,singular_v1,singular_v2,singular_v3,mean_cone_slope_eV_per_reduced_dk,min_cone_slope_eV_per_reduced_dk,max_cone_slope_eV_per_reduced_dk,detB,condition_G,stability_indicator,window,window_reduced_dk,status
b,0.5,Strain_b_Tension_0.5pct,b +0.5%,F03,b_pair_04,-1,0.12074257,0.10311957,-0.00820255,0.0563663,1.3101600807523974,True,2.0566621790047517,0.8849726713004755,0.1148501693491469,1.0188283398847913,0.1148501693491469,2.0566621790047517,0.20903762434667789,320.6731836826915,0.055842991873718675,analytic_dH,0.0,ok
b,0.0,00_Optimized_Structure,0%,F04,b_pair_01,-1,0.1287295499999999,-0.0462712199999999,-0.0070275099999999,0.00402555,2.2457219344641475,True,3.0017158922107354,0.37565531587518236,0.16068102256955982,1.179350743551826,0.16068102256955982,3.0017158922107354,0.18118561328668767,348.9875992917175,0.05352972377782888,analytic_dH,0.0,ok
b,0.1,Strain_b_Tension_0.1pct,b +0.1%,F04,b_pair_01,-1,0.1285256599999999,-0.04586244,-0.00474916,0.00357366,2.22569183492539,True,3.001418272551929,0.37750305387738503,0.16072031065211062,1.1798805456938084,0.16072031065211062,3.001418272551929,0.1821032742849366,348.7478332247869,0.05354812160700934,analytic_dH,0.0,ok
b,0.2,Strain_b_Tension_0.2pct,b +0.2%,F04,b_pair_01,-1,0.12823413,-0.0459665899999999,-0.00421117,0.00322776,2.208985090295121,True,2.9907605516906397,0.380254644329076,0.16051739592914452,1.1771775306496202,0.16051739592914452,2.9907605516906397,0.18254850320265784,347.15152399571963,0.05367109574800498,analytic_dH,0.0,ok
b,0.3,Strain_b_Tension_0.3pct,b +0.3%,F04,b_pair_01,-1,0.1279608399999999,-0.0460190900000001,-0.0049134099999998,0.00284894,2.18580575998787,True,2.981019031736577,0.3836594675414641,0.16026264023927697,1.1749803798391059,0.16026264023927697,2.981019031736577,0.18329176854844118,345.99108683437083,0.0537610255194905,analytic_dH,0.0,ok
b,0.4,Strain_b_Tension_0.4pct,b +0.4%,F04,b_pair_01,-1,0.12756206,-0.04640281,-0.0049381799999999,0.0027928,2.1691297113673764,True,2.9514057631884723,0.388151776507169,0.15955726672664144,1.1663716021407609,0.15955726672664144,2.9514057631884723,0.1827877501164464,342.1563984019498,0.05406144716417034,analytic_dH,0.0,ok
b,0.5,Strain_b_Tension_0.5pct,b +0.5%,F04,b_pair_01,-1,0.12728527,-0.04651077,-0.0054165299999999,0.00241612,2.1547485268640076,True,2.9406359255139343,0.39040354410210387,0.15923775327023296,1.1634257409620903,0.15923775327023296,2.9406359255139343,0.182810464271534,341.0283113655585,0.05415078823210766,analytic_dH,0.0,ok
b,0.0,00_Optimized_Structure,0%,F05,b_pair_03,1,-0.12877157,-0.0453985599999999,0.00712902,0.00318708,2.1479468675173563,True,2.95519947724941,0.38254119851604196,0.15641162037488887,1.1647174320467804,0.15641162037488887,2.95519947724941,-0.17682107666727967,356.97316691784016,0.052927601530462845,analytic_dH,0.0,ok
b,0.1,Strain_b_Tension_0.1pct,b +0.1%,F05,b_pair_03,1,-0.1285327199999999,-0.0453653499999999,0.0066208199999999,0.00283777,2.1316997794747725,True,2.955488578519243,0.3835798442501648,0.15578245050310544,1.1649502910908378,0.15578245050310544,2.955488578519243,-0.17660524395150579,359.9328692428528,0.05270954238678041,analytic_dH,0.0,ok
b,0.2,Strain_b_Tension_0.2pct,b +0.2%,F05,b_pair_03,1,-0.12825349,-0.04543856,0.007642,0.00246264,2.1134174684434504,True,2.946040851044346,0.38651255000500406,0.15552635277882487,1.1626932512760584,0.15552635277882487,2.946040851044346,-0.17709502138168717,358.8141441323134,0.05279164839947556,analytic_dH,0.0,ok
b,0.3,Strain_b_Tension_0.3pct,b +0.3%,F05,b_pair_03,1,-0.1279833099999998,-0.04550161,0.0071139599999999,0.00206083,2.094869616638928,True,2.936306404784633,0.38934223747811825,0.15553426383895125,1.160394302033901,0.15553426383895125,2.936306404784633,-0.17781114179830124,356.41058111399235,0.05296935755257432,analytic_dH,0.0,ok
b,0.4,Strain_b_Tension_0.4pct,b +0.4%,F05,b_pair_03,1,-0.1276574999999999,-0.0457389799999998,0.0068521599999999,0.00179297,2.0710880364038387,True,2.916604452558703,0.394019284243304,0.1547067572471278,1.1551101646830448,0.1547067572471278,2.916604452558703,-0.17778875771472644,355.4156135876119,0.05304344821643722,analytic_dH,0.0,ok
